#NUMBER OF AGES= 1 MAGS= 5
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2734 1.8453E-02 1.8453E-02   0.06   0.00 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)
#----------------------------------------------------       
#AGE= 5.000 EEPS=271
#EEP   M/Mo    LogTeff  LogG   LogL/Lo sdss_u  sdss_g  sdss_r  sdss_i  sdss_z
  42  0.706807  3.6485  4.6318 -0.7969 10.8711  8.0217  6.8948  6.5380  6.3691
  43  0.735797  3.6633  4.6199 -0.7086 10.3312  7.6283  6.5946  6.2889  6.1483
  44  0.770507  3.6802  4.6046 -0.6054  9.6913  7.1883  6.2668  6.0069  5.8910
  45  0.796254  3.6921  4.5920 -0.5313  9.2477  6.8895  6.0427  5.8105  5.7108
  46  0.811583  3.6986  4.5842 -0.4891  9.0149  6.7274  5.9190  5.7006  5.6099
  47  0.824016  3.7036  4.5776 -0.4556  8.8257  6.6018  5.8222  5.6143  5.5307
  48  0.835238  3.7081  4.5712 -0.4256  8.6553  6.4912  5.7365  5.5376  5.4603
  49  0.845673  3.7122  4.5650 -0.3975  8.4989  6.3895  5.6575  5.4667  5.3949
  50  0.855397  3.7161  4.5589 -0.3710  8.3529  6.2951  5.5836  5.4001  5.3334
  51  0.864646  3.7197  4.5527 -0.3455  8.2151  6.2058  5.5133  5.3366  5.2749
  52  0.871378  3.7224  4.5480 -0.3269  8.1156  6.1415  5.4623  5.2902  5.2321
  53  0.878003  3.7249  4.5432 -0.3086  8.0185  6.0791  5.4124  5.2447  5.1900
  54  0.884554  3.7274  4.5383 -0.2905  7.9230  6.0184  5.3634  5.1999  5.1483
  55  0.891050  3.7299  4.5333 -0.2726  7.8303  5.9592  5.3153  5.1556  5.1071
  56  0.897493  3.7322  4.5282 -0.2550  7.7401  5.9014  5.2682  5.1121  5.0667
  57  0.903906  3.7345  4.5229 -0.2375  7.6529  5.8443  5.2218  5.0695  5.0268
  58  0.910272  3.7367  4.5175 -0.2202  7.5684  5.7882  5.1761  5.0275  4.9876
  59  0.916571  3.7389  4.5121 -0.2032  7.4863  5.7331  5.1313  4.9862  4.9490
  60  0.922785  3.7410  4.5066 -0.1862  7.4068  5.6793  5.0873  4.9457  4.9110
  61  0.928912  3.7430  4.5010 -0.1697  7.3296  5.6268  5.0443  4.9058  4.8735
  62  0.934936  3.7449  4.4953 -0.1535  7.2551  5.5757  5.0022  4.8668  4.8369
  63  0.940859  3.7468  4.4896 -0.1375  7.1830  5.5259  4.9609  4.8284  4.8009
  64  0.946653  3.7486  4.4838 -0.1218  7.1137  5.4775  4.9207  4.7911  4.7656
  65  0.952343  3.7503  4.4780 -0.1066  7.0465  5.4304  4.8814  4.7545  4.7312
  66  0.957909  3.7520  4.4721 -0.0916  6.9814  5.3847  4.8432  4.7188  4.6974
  67  0.963366  3.7535  4.4663 -0.0769  6.9187  5.3401  4.8057  4.6838  4.6643
  68  0.968723  3.7551  4.4604 -0.0625  6.8579  5.2967  4.7691  4.6496  4.6318
  69  0.973994  3.7565  4.4545 -0.0484  6.7988  5.2541  4.7332  4.6159  4.5999
  70  0.979206  3.7580  4.4486 -0.0344  6.7414  5.2125  4.6978  4.5828  4.5684
  71  0.984346  3.7594  4.4425 -0.0205  6.6856  5.1716  4.6630  4.5500  4.5373
  72  0.989432  3.7607  4.4365 -0.0069  6.6312  5.1313  4.6286  4.5177  4.5065
  73  0.994439  3.7620  4.4304  0.0065  6.5783  5.0920  4.5949  4.4859  4.4763
  74  0.999383  3.7632  4.4243  0.0197  6.5267  5.0532  4.5617  4.4546  4.4464
  75  1.004253  3.7644  4.4181  0.0328  6.4766  5.0152  4.5289  4.4236  4.4169
  76  1.009049  3.7656  4.4120  0.0456  6.4277  4.9780  4.4967  4.3932  4.3878
  77  1.013734  3.7667  4.4058  0.0583  6.3803  4.9416  4.4651  4.3633  4.3591
  78  1.018291  3.7678  4.3996  0.0705  6.3348  4.9064  4.4344  4.3341  4.3313
  79  1.022646  3.7687  4.3936  0.0823  6.2917  4.8726  4.4049  4.3061  4.3044
  80  1.026101  3.7695  4.3886  0.0919  6.2569  4.8453  4.3810  4.2835  4.2827
  81  1.029175  3.7703  4.3842  0.1008  6.2247  4.8201  4.3592  4.2627  4.2628
  82  1.032224  3.7709  4.3799  0.1092  6.1945  4.7963  4.3381  4.2428  4.2436
  83  1.035366  3.7717  4.3754  0.1177  6.1640  4.7720  4.3168  4.2225  4.2240
  84  1.039881  3.7724  4.3691  0.1290  6.1246  4.7402  4.2885  4.1953  4.1979
  85  1.042931  3.7730  4.3646  0.1373  6.0958  4.7171  4.2680  4.1758  4.1790
  86  1.045920  3.7737  4.3602  0.1453  6.0677  4.6945  4.2479  4.1566  4.1606
  87  1.048817  3.7743  4.3559  0.1532  6.0408  4.6726  4.2284  4.1380  4.1426
  88  1.051577  3.7748  4.3518  0.1607  6.0149  4.6515  4.2097  4.1201  4.1252
  89  1.054213  3.7753  4.3478  0.1679  5.9901  4.6314  4.1917  4.1030  4.1087
  90  1.056426  3.7759  4.3442  0.1743  5.9675  4.6132  4.1756  4.0877  4.0941
  91  1.058490  3.7763  4.3410  0.1804  5.9454  4.5957  4.1604  4.0733  4.0802
  92  1.060868  3.7769  4.3374  0.1871  5.9227  4.5771  4.1439  4.0576  4.0651
  93  1.063399  3.7773  4.3334  0.1939  5.8997  4.5581  4.1270  4.0412  4.0493
  94  1.065974  3.7777  4.3294  0.2008  5.8768  4.5391  4.1100  4.0249  4.0334
  95  1.068563  3.7781  4.3252  0.2077  5.8542  4.5203  4.0930  4.0086  4.0176
  96  1.071142  3.7785  4.3211  0.2144  5.8321  4.5017  4.0764  3.9925  4.0021
  97  1.073710  3.7789  4.3171  0.2210  5.8102  4.4834  4.0600  3.9767  3.9867
  98  1.076247  3.7793  4.3130  0.2275  5.7882  4.4653  4.0440  3.9614  3.9718
  99  1.078751  3.7797  4.3091  0.2339  5.7667  4.4475  4.0283  3.9463  3.9572
 100  1.081224  3.7800  4.3052  0.2402  5.7456  4.4301  4.0130  3.9315  3.9428
 101  1.083676  3.7803  4.3013  0.2464  5.7250  4.4130  3.9980  3.9170  3.9287
 102  1.086113  3.7807  4.2974  0.2525  5.7047  4.3961  3.9830  3.9026  3.9146
 103  1.088541  3.7809  4.2935  0.2586  5.6848  4.3795  3.9683  3.8884  3.9007
 104  1.090948  3.7812  4.2897  0.2645  5.6651  4.3629  3.9536  3.8741  3.8869
 105  1.093303  3.7815  4.2858  0.2705  5.6456  4.3466  3.9392  3.8601  3.8732
 106  1.095517  3.7817  4.2821  0.2762  5.6267  4.3310  3.9254  3.8469  3.8603
 107  1.097569  3.7820  4.2788  0.2816  5.6082  4.3159  3.9124  3.8343  3.8481
 108  1.099471  3.7824  4.2756  0.2868  5.5903  4.3013  3.8999  3.8223  3.8365
 109  1.101243  3.7827  4.2725  0.2917  5.5731  4.2874  3.8879  3.8107  3.8253
 110  1.102892  3.7830  4.2695  0.2965  5.5564  4.2740  3.8764  3.7997  3.8145
 111  1.104446  3.7833  4.2667  0.3012  5.5402  4.2610  3.8652  3.7890  3.8041
 112  1.106083  3.7836  4.2634  0.3062  5.5229  4.2470  3.8531  3.7774  3.7928
 113  1.107680  3.7839  4.2603  0.3111  5.5057  4.2331  3.8412  3.7657  3.7816
 114  1.109258  3.7842  4.2569  0.3162  5.4890  4.2192  3.8291  3.7540  3.7702
 115  1.110836  3.7844  4.2535  0.3212  5.4725  4.2055  3.8168  3.7422  3.7585
 116  1.112443  3.7846  4.2499  0.3263  5.4560  4.1915  3.8044  3.7301  3.7467
 117  1.114109  3.7849  4.2462  0.3316  5.4396  4.1774  3.7917  3.7177  3.7345
 118  1.115875  3.7851  4.2423  0.3370  5.4227  4.1629  3.7785  3.7048  3.7219
 119  1.117781  3.7853  4.2382  0.3426  5.4054  4.1479  3.7649  3.6915  3.7087
 120  1.119867  3.7854  4.2340  0.3485  5.3874  4.1322  3.7506  3.6775  3.6950
 121  1.122173  3.7857  4.2297  0.3547  5.3682  4.1156  3.7355  3.6626  3.6804
 122  1.124733  3.7859  4.2250  0.3614  5.3477  4.0978  3.7194  3.6468  3.6649
 123  1.127479  3.7863  4.2202  0.3686  5.3252  4.0785  3.7018  3.6297  3.6480
 124  1.130502  3.7867  4.2152  0.3761  5.3028  4.0584  3.6826  3.6110  3.6296
 125  1.133769  3.7871  4.2098  0.3844  5.2791  4.0369  3.6620  3.5907  3.6098
 126  1.137222  3.7875  4.2039  0.3933  5.2539  4.0138  3.6399  3.5690  3.5884
 127  1.140781  3.7879  4.1974  0.4028  5.2274  3.9891  3.6159  3.5455  3.5652
 128  1.144507  3.7882  4.1896  0.4133  5.1990  3.9622  3.5897  3.5196  3.5396
 129  1.148841  3.7885  4.1798  0.4258  5.1657  3.9300  3.5582  3.4885  3.5088
 130  1.153610  3.7886  4.1674  0.4406  5.1274  3.8924  3.5215  3.4521  3.4725
 131  1.158443  3.7887  4.1535  0.4566  5.0865  3.8521  3.4819  3.4126  3.4331
 132  1.163153  3.7886  4.1388  0.4727  5.0455  3.8110  3.4417  3.3725  3.3929
 133  1.167624  3.7884  4.1240  0.4885  5.0061  3.7714  3.4029  3.3335  3.3538
 134  1.171799  3.7882  4.1098  0.5032  4.9699  3.7347  3.3669  3.2973  3.3172
 135  1.175656  3.7877  4.0964  0.5164  4.9375  3.7017  3.3343  3.2643  3.2840
 136  1.179189  3.7873  4.0841  0.5283  4.9092  3.6724  3.3053  3.2348  3.2540
 137  1.182422  3.7870  4.0734  0.5388  4.8840  3.6464  3.2795  3.2086  3.2275
 138  1.185365  3.7867  4.0637  0.5481  4.8625  3.6239  3.2569  3.1857  3.2041
 139  1.188045  3.7862  4.0547  0.5563  4.8442  3.6042  3.2370  3.1651  3.1830
 140  1.190483  3.7857  4.0464  0.5637  4.8290  3.5868  3.2187  3.1462  3.1636
 141  1.192717  3.7853  4.0382  0.5710  4.8163  3.5703  3.2002  3.1270  3.1439
 142  1.194771  3.7848  4.0307  0.5774  4.8064  3.5560  3.1834  3.1096  3.1260
 143  1.196666  3.7845  4.0237  0.5835  4.7982  3.5431  3.1678  3.0934  3.1092
 144  1.198447  3.7840  4.0168  0.5891  4.7911  3.5310  3.1529  3.0777  3.0931
 145  1.200128  3.7836  4.0108  0.5942  4.7849  3.5202  3.1393  3.0636  3.0785
 146  1.201736  3.7831  4.0049  0.5989  4.7811  3.5108  3.1266  3.0501  3.0644
 147  1.203277  3.7827  3.9987  0.6036  4.7782  3.5016  3.1135  3.0364  3.0502
 148  1.204767  3.7822  3.9925  0.6085  4.7762  3.4924  3.1004  3.0226  3.0358
 149  1.206218  3.7816  3.9858  0.6132  4.7761  3.4840  3.0872  3.0085  3.0209
 150  1.207646  3.7809  3.9791  0.6177  4.7773  3.4761  3.0742  2.9945  3.0061
 151  1.209058  3.7802  3.9722  0.6223  4.7797  3.4689  3.0614  2.9805  2.9913
 152  1.210464  3.7793  3.9648  0.6268  4.7839  3.4622  3.0486  2.9665  2.9763
 153  1.211871  3.7784  3.9572  0.6311  4.7866  3.4556  3.0369  2.9533  2.9620
 154  1.213287  3.7774  3.9494  0.6353  4.7887  3.4491  3.0259  2.9408  2.9483
 155  1.214718  3.7761  3.9411  0.6395  4.7923  3.4435  3.0154  2.9286  2.9347
 156  1.216170  3.7748  3.9323  0.6433  4.7977  3.4389  3.0058  2.9168  2.9213
 157  1.217646  3.7733  3.9231  0.6470  4.8058  3.4357  2.9970  2.9058  2.9084
 158  1.219141  3.7716  3.9132  0.6502  4.8180  3.4347  2.9896  2.8956  2.8960
 159  1.220640  3.7695  3.9031  0.6528  4.8369  3.4368  2.9834  2.8863  2.8844
 160  1.222115  3.7672  3.8932  0.6545  4.8605  3.4417  2.9796  2.8790  2.8745
 161  1.223501  3.7650  3.8839  0.6550  4.8888  3.4502  2.9786  2.8745  2.8672
 162  1.225036  3.7620  3.8728  0.6546  4.9298  3.4647  2.9806  2.8716  2.8607
 163  1.226495  3.7585  3.8622  0.6517  4.9848  3.4879  2.9890  2.8745  2.8593
 164  1.227881  3.7546  3.8521  0.6465  5.0566  3.5189  3.0040  2.8835  2.8636
 165  1.229159  3.7501  3.8429  0.6389  5.1439  3.5578  3.0254  2.8985  2.8736
 166  1.230326  3.7456  3.8345  0.6294  5.2389  3.6042  3.0524  2.9183  2.8878
 167  1.231404  3.7409  3.8267  0.6187  5.3403  3.6562  3.0833  2.9414  2.9048
 168  1.232434  3.7360  3.8185  0.6075  5.4499  3.7114  3.1165  2.9664  2.9235
 169  1.233471  3.7308  3.8092  0.5965  5.5664  3.7689  3.1502  2.9915  2.9418
 170  1.234586  3.7252  3.7970  0.5869  5.6896  3.8263  3.1819  3.0136  2.9566
 171  1.235842  3.7195  3.7799  0.5811  5.8124  3.8778  3.2062  3.0277  2.9628
 172  1.237295  3.7136  3.7572  0.5811  5.9228  3.9157  3.2169  3.0280  2.9550
 173  1.238730  3.7091  3.7311  0.5894  5.9916  3.9263  3.2060  3.0087  2.9293
 174  1.239916  3.7061  3.7067  0.6021  6.0198  3.9151  3.1811  2.9782  2.8944
 175  1.240938  3.7040  3.6845  0.6163  6.0266  3.8941  3.1506  2.9438  2.8569
 176  1.241878  3.7023  3.6635  0.6311  6.0216  3.8683  3.1176  2.9077  2.8184
 177  1.242763  3.7010  3.6435  0.6463  6.0094  3.8395  3.0831  2.8708  2.7794
 178  1.243608  3.6999  3.6240  0.6616  5.9917  3.8086  3.0474  2.8330  2.7400
 179  1.244420  3.6990  3.6049  0.6772  5.9696  3.7760  3.0111  2.7949  2.7004
 180  1.245209  3.6982  3.5864  0.6930  5.9439  3.7422  2.9740  2.7563  2.6605
 181  1.245973  3.6975  3.5680  0.7088  5.9165  3.7077  2.9364  2.7174  2.6204
 182  1.246668  3.6969  3.5509  0.7236  5.8896  3.6748  2.9011  2.6809  2.5829
 183  1.247366  3.6963  3.5338  0.7388  5.8604  3.6404  2.8645  2.6433  2.5444
 184  1.248062  3.6958  3.5161  0.7546  5.8298  3.6047  2.8267  2.6044  2.5046
 185  1.248756  3.6952  3.4980  0.7709  5.7978  3.5677  2.7875  2.5642  2.4635
 186  1.249450  3.6947  3.4794  0.7876  5.7646  3.5296  2.7473  2.5230  2.4214
 187  1.250144  3.6942  3.4605  0.8047  5.7301  3.4905  2.7060  2.4806  2.3782
 188  1.250836  3.6937  3.4412  0.8223  5.6944  3.4501  2.6636  2.4373  2.3339
 189  1.251526  3.6932  3.4213  0.8404  5.6579  3.4085  2.6199  2.3925  2.2883
 190  1.252212  3.6927  3.4005  0.8591  5.6207  3.3659  2.5748  2.3464  2.2412
 191  1.252898  3.6921  3.3793  0.8782  5.5831  3.3224  2.5289  2.2992  2.1929
 192  1.253579  3.6914  3.3573  0.8979  5.5451  3.2780  2.4816  2.2506  2.1432
 193  1.254256  3.6907  3.3344  0.9182  5.5072  3.2326  2.4331  2.2007  2.0921
 194  1.254928  3.6900  3.3106  0.9391  5.4701  3.1863  2.3833  2.1493  2.0394
 195  1.255597  3.6892  3.2864  0.9604  5.4324  3.1390  2.3324  2.0968  1.9856
 196  1.256256  3.6884  3.2614  0.9825  5.3928  3.0896  2.2795  2.0424  1.9299
 197  1.256907  3.6876  3.2356  1.0052  5.3527  3.0391  2.2253  1.9863  1.8725
 198  1.257547  3.6867  3.2090  1.0287  5.3117  2.9871  2.1694  1.9286  1.8135
 199  1.258181  3.6858  3.1817  1.0527  5.2704  2.9342  2.1124  1.8697  1.7531
 200  1.258800  3.6849  3.1534  1.0774  5.2285  2.8797  2.0534  1.8088  1.6906
 201  1.259408  3.6839  3.1244  1.1028  5.1860  2.8240  1.9934  1.7466  1.6268
 202  1.260001  3.6829  3.0942  1.1290  5.1440  2.7673  1.9316  1.6825  1.5609
 203  1.260580  3.6818  3.0633  1.1557  5.1018  2.7095  1.8686  1.6170  1.4937
 204  1.261136  3.6806  3.0314  1.1832  5.0583  2.6501  1.8036  1.5497  1.4243
 205  1.261675  3.6794  2.9986  1.2114  5.0152  2.5897  1.7374  1.4807  1.3534
 206  1.262197  3.6781  2.9648  1.2402  4.9733  2.5288  1.6700  1.4105  1.2810
 207  1.262702  3.6768  2.9302  1.2694  4.9317  2.4673  1.6018  1.3391  1.2073
 208  1.263187  3.6754  2.8948  1.2993  4.8906  2.4050  1.5323  1.2665  1.1324
 209  1.263652  3.6739  2.8588  1.3296  4.8497  2.3421  1.4620  1.1928  1.0560
 210  1.264101  3.6723  2.8220  1.3604  4.8093  2.2786  1.3908  1.1181  0.9788
 211  1.264529  3.6707  2.7847  1.3916  4.7690  2.2146  1.3189  1.0425  0.9005
 212  1.264940  3.6691  2.7467  1.4232  4.7294  2.1502  1.2464  0.9662  0.8213
 213  1.265336  3.6674  2.7083  1.4551  4.6904  2.0856  1.1734  0.8891  0.7413
 214  1.265715  3.6656  2.6689  1.4872  4.6555  2.0221  1.1006  0.8119  0.6608
 215  1.266082  3.6639  2.6298  1.5195  4.6183  1.9575  1.0271  0.7340  0.5799
 216  1.266431  3.6621  2.5899  1.5523  4.5826  1.8928  0.9530  0.6555  0.4980
 217  1.266479  3.6618  2.5842  1.5571  4.5775  1.8836  0.9424  0.6441  0.4863
 218  1.266528  3.6615  2.5784  1.5618  4.5724  1.8742  0.9315  0.6328  0.4744
 219  1.266576  3.6612  2.5726  1.5666  4.5674  1.8649  0.9208  0.6213  0.4625
 220  1.266625  3.6610  2.5667  1.5714  4.5622  1.8555  0.9100  0.6097  0.4505
 221  1.266676  3.6607  2.5608  1.5761  4.5572  1.8461  0.8991  0.5982  0.4384
 222  1.266726  3.6605  2.5550  1.5810  4.5521  1.8367  0.8883  0.5867  0.4264
 223  1.266777  3.6601  2.5490  1.5858  4.5473  1.8273  0.8774  0.5750  0.4143
 224  1.266829  3.6599  2.5432  1.5906  4.5424  1.8180  0.8667  0.5637  0.4024
 225  1.266880  3.6597  2.5374  1.5953  4.5373  1.8088  0.8560  0.5523  0.3905
 226  1.266933  3.6594  2.5317  1.6000  4.5325  1.7997  0.8456  0.5411  0.3789
 227  1.267390  3.6578  2.4967  1.6288  4.5025  1.7438  0.7811  0.4725  0.3073
 228  1.267834  3.6596  2.5295  1.6032  4.5193  1.7895  0.8367  0.5327  0.3708
 229  1.268395  3.6614  2.5626  1.5778  4.5356  1.8350  0.8921  0.5929  0.4343
 230  1.269001  3.6576  2.4824  1.6430  4.4714  1.7093  0.7460  0.4371  0.2716
 231  1.269521  3.6540  2.4075  1.7034  4.4185  1.5960  0.6125  0.2938  0.1214
 232  1.269981  3.6503  2.3344  1.7621  4.3707  1.4880  0.4840  0.1551 -0.0242
 233  1.270382  3.6468  2.2640  1.8183  4.3284  1.3865  0.3623  0.0230 -0.1634
 234  1.270739  3.6432  2.1943  1.8738  4.2899  1.2880  0.2434 -0.1068 -0.3004
 235  1.271054  3.6396  2.1258  1.9279  4.2559  1.1939  0.1290 -0.2326 -0.4338
 236  1.271331  3.6360  2.0593  1.9804  4.2257  1.1045  0.0195 -0.3539 -0.5628
 237  1.271581  3.6325  1.9932  2.0322  4.1993  1.0183 -0.0868 -0.4730 -0.6901
 238  1.271801  3.6289  1.9286  2.0825  4.1773  0.9370 -0.1876 -0.5875 -0.8134
 239  1.271998  3.6253  1.8653  2.1315  4.1577  0.8596 -0.2838 -0.6983 -0.9334
 240  1.272176  3.6217  1.8024  2.1801  4.1391  0.7845 -0.3771 -0.8072 -1.0522
 241  1.272335  3.6181  1.7408  2.2275  4.1218  0.7136 -0.4653 -0.9121 -1.1678
 242  1.272478  3.6146  1.6809  2.2734  4.1054  0.6466 -0.5484 -1.0133 -1.2800
 243  1.272606  3.6111  1.6220  2.3185  4.0895  0.5833 -0.6269 -1.1111 -1.3898
 244  1.272723  3.6077  1.5640  2.3628  4.0732  0.5225 -0.7014 -1.2063 -1.4975
 245  1.272829  3.6042  1.5069  2.4062  4.0577  0.4656 -0.7707 -1.2983 -1.6032
 246  1.272925  3.6009  1.4515  2.4483  4.0452  0.4142 -0.8329 -1.3860 -1.7056
 247  1.273011  3.5975  1.3967  2.4896  4.0332  0.3669 -0.8898 -1.4707 -1.8063
 248  1.273091  3.5942  1.3433  2.5297  4.0200  0.3232 -0.9422 -1.5518 -1.9036
 249  1.273163  3.5909  1.2907  2.5693  4.0043  0.2822 -0.9913 -1.6308 -1.9991
 250  1.273229  3.5877  1.2397  2.6076  3.9860  0.2444 -1.0366 -1.7064 -2.0911
 251  1.273290  3.5845  1.1893  2.6452  3.9677  0.2104 -1.0763 -1.7791 -2.1812
 252  1.273345  3.5814  1.1400  2.6820  3.9498  0.1805 -1.1091 -1.8486 -2.2691
 253  1.273397  3.5784  1.0919  2.7177  3.9328  0.1542 -1.1352 -1.9148 -2.3548
 254  1.273444  3.5753  1.0445  2.7528  3.9161  0.1322 -1.1541 -1.9780 -2.4386
 255  1.273488  3.5723  0.9984  2.7869  3.8994  0.1148 -1.1660 -2.0379 -2.5198
 256  1.273529  3.5692  0.9530  2.8202  3.8836  0.1027 -1.1706 -2.0940 -2.5982
 257  1.273566  3.5662  0.9085  2.8527  3.8679  0.0961 -1.1665 -2.1470 -2.6748
 258  1.273601  3.5633  0.8648  2.8846  3.8531  0.0947 -1.1563 -2.1963 -2.7490
 259  1.273633  3.5604  0.8221  2.9156  3.8399  0.0989 -1.1398 -2.2415 -2.8200
 260  1.273664  3.5575  0.7803  2.9458  3.8279  0.1094 -1.1159 -2.2827 -2.8882
 261  1.273692  3.5546  0.7392  2.9755  3.8206  0.1251 -1.0886 -2.3202 -2.9534
 262  1.273718  3.5518  0.6991  3.0044  3.8144  0.1477 -1.0520 -2.3532 -3.0155
 263  1.273743  3.5490  0.6599  3.0326  3.8063  0.1767 -1.0036 -2.3821 -3.0747
 264  1.273766  3.5463  0.6213  3.0602  3.7958  0.2156 -0.9389 -2.4051 -3.1306
 265  1.273788  3.5436  0.5836  3.0871  3.7781  0.2708 -0.8415 -2.4196 -3.1828
 266  1.273808  3.5409  0.5467  3.1134  3.7500  0.3354 -0.7187 -2.4276 -3.2311
 267  1.273828  3.5383  0.5104  3.1391  3.7195  0.4112 -0.5801 -2.4285 -3.2749
 268  1.273846  3.5357  0.4749  3.1644  3.6876  0.5051 -0.4170 -2.4190 -3.3133
 269  1.273863  3.5331  0.4403  3.1888  3.6574  0.6133 -0.2396 -2.4002 -3.3454
 270  1.273880  3.5306  0.4062  3.2128  3.6331  0.7345 -0.0654 -2.3721 -3.3698
 271  1.273895  3.5281  0.3728  3.2362  3.6140  0.8586  0.0924 -2.3399 -3.3883
 272  1.273910  3.5257  0.3401  3.2592  3.5982  0.9780  0.2294 -2.3079 -3.4040
 273  1.273923  3.5233  0.3084  3.2814  3.5858  1.0894  0.3420 -2.2778 -3.4176
 274  1.273936  3.5209  0.2770  3.3032  3.5768  1.1922  0.4297 -2.2500 -3.4296
 275  1.273949  3.5187  0.2464  3.3245  3.5723  1.2804  0.4847 -2.2276 -3.4416
 276  1.273961  3.5162  0.2160  3.3453  3.5761  1.3577  0.5049 -2.2086 -3.4525
 277  1.273973  3.5139  0.1865  3.3653  3.5831  1.4271  0.5086 -2.1913 -3.4620
 278  1.273984  3.5117  0.1590  3.3843  3.5888  1.4819  0.4986 -2.1795 -3.4730
 279  1.273980  3.5094  0.1372  3.3971  3.6088  1.5487  0.4935 -2.1518 -3.4676
