#NUMBER OF AGES= 1 MAGS= 5
#----------------------------------------------------       
#MIX-LEN  Y      Z          Zeff        [Fe/H] [a/Fe]
# 1.9380  0.2734 1.8453E-02 1.8453E-02   0.06   0.00 
#----------------------------------------------------       
#**PHOTOMETRIC SYSTEM**: SDSS (AB)
#----------------------------------------------------       
#AGE= 6.000 EEPS=269
#EEP   M/Mo    LogTeff  LogG   LogL/Lo sdss_u  sdss_g  sdss_r  sdss_i  sdss_z
  50  0.807807  3.6989  4.5769 -0.4829  8.9942  6.7100  5.9030  5.6852  5.5946
  51  0.817646  3.7029  4.5710 -0.4555  8.8402  6.6073  5.8240  5.6145  5.5297
  52  0.824792  3.7058  4.5667 -0.4358  8.7288  6.5346  5.7675  5.5640  5.4834
  53  0.831841  3.7087  4.5624 -0.4164  8.6199  6.4637  5.7125  5.5146  5.4380
  54  0.838754  3.7114  4.5579 -0.3973  8.5144  6.3950  5.6588  5.4664  5.3934
  55  0.845512  3.7141  4.5533 -0.3785  8.4117  6.3282  5.6065  5.4192  5.3499
  56  0.852085  3.7167  4.5487 -0.3601  8.3116  6.2631  5.5552  5.3729  5.3071
  57  0.858482  3.7193  4.5439 -0.3419  8.2145  6.1999  5.5053  5.3275  5.2652
  58  0.864732  3.7217  4.5392 -0.3241  8.1199  6.1384  5.4564  5.2831  5.2241
  59  0.870859  3.7242  4.5343 -0.3064  8.0278  6.0787  5.4085  5.2395  5.1837
  60  0.876876  3.7265  4.5294 -0.2892  7.9376  6.0208  5.3617  5.1966  5.1438
  61  0.882812  3.7288  4.5243 -0.2721  7.8497  5.9645  5.3160  5.1544  5.1045
  62  0.888664  3.7310  4.5192 -0.2554  7.7642  5.9096  5.2710  5.1130  5.0659
  63  0.894464  3.7331  4.5140 -0.2388  7.6815  5.8558  5.2270  5.0723  5.0278
  64  0.900219  3.7351  4.5086 -0.2225  7.6019  5.8028  5.1837  5.0324  4.9904
  65  0.905908  3.7371  4.5032 -0.2063  7.5246  5.7508  5.1412  4.9932  4.9537
  66  0.911542  3.7391  4.4977 -0.1903  7.4493  5.6998  5.0994  4.9546  4.9175
  67  0.917096  3.7409  4.4920 -0.1746  7.3765  5.6500  5.0583  4.9165  4.8818
  68  0.922569  3.7427  4.4864 -0.1591  7.3057  5.6012  5.0181  4.8792  4.8466
  69  0.927952  3.7445  4.4807 -0.1438  7.2370  5.5537  4.9785  4.8425  4.8121
  70  0.933246  3.7462  4.4749 -0.1288  7.1706  5.5072  4.9399  4.8065  4.7781
  71  0.938431  3.7478  4.4690 -0.1141  7.1064  5.4620  4.9021  4.7712  4.7448
  72  0.943522  3.7493  4.4631 -0.0997  7.0440  5.4180  4.8652  4.7367  4.7121
  73  0.948502  3.7508  4.4573 -0.0856  6.9837  5.3751  4.8290  4.7029  4.6801
  74  0.953380  3.7522  4.4514 -0.0718  6.9255  5.3334  4.7937  4.6697  4.6487
  75  0.958165  3.7536  4.4455 -0.0582  6.8691  5.2928  4.7593  4.6374  4.6178
  76  0.962844  3.7549  4.4395 -0.0449  6.8145  5.2532  4.7255  4.6056  4.5877
  77  0.967433  3.7561  4.4335 -0.0319  6.7616  5.2146  4.6925  4.5745  4.5580
  78  0.971943  3.7574  4.4276 -0.0190  6.7104  5.1768  4.6600  4.5439  4.5289
  79  0.976389  3.7586  4.4216 -0.0064  6.6604  5.1397  4.6281  4.5138  4.5001
  80  0.980775  3.7597  4.4156  0.0061  6.6119  5.1032  4.5966  4.4842  4.4717
  81  0.985107  3.7608  4.4096  0.0184  6.5645  5.0674  4.5657  4.4548  4.4437
  82  0.988695  3.7617  4.4044  0.0286  6.5257  5.0380  4.5401  4.4305  4.4205
  83  0.992232  3.7625  4.3993  0.0387  6.4878  5.0089  4.5148  4.4066  4.3975
  84  0.995717  3.7633  4.3943  0.0485  6.4506  4.9803  4.4899  4.3830  4.3749
  85  0.999146  3.7641  4.3892  0.0584  6.4146  4.9523  4.4655  4.3597  4.3526
  86  1.002530  3.7649  4.3841  0.0679  6.3791  4.9249  4.4413  4.3368  4.3305
  87  1.005857  3.7656  4.3790  0.0774  6.3450  4.8979  4.4176  4.3142  4.3088
  88  1.009121  3.7663  4.3739  0.0867  6.3115  4.8716  4.3944  4.2920  4.2873
  89  1.012327  3.7670  4.3688  0.0958  6.2791  4.8458  4.3715  4.2702  4.2663
  90  1.015461  3.7676  4.3638  0.1048  6.2475  4.8206  4.3491  4.2488  4.2457
  91  1.018523  3.7682  4.3588  0.1136  6.2169  4.7961  4.3273  4.2279  4.2255
  92  1.021506  3.7688  4.3539  0.1221  6.1874  4.7722  4.3060  4.2075  4.2057
  93  1.024401  3.7694  4.3490  0.1304  6.1590  4.7490  4.2853  4.1876  4.1865
  94  1.024351  3.7697  4.3485  0.1323  6.1507  4.7431  4.2807  4.1834  4.1828
  95  1.028062  3.7703  4.3424  0.1422  6.1184  4.7162  4.2561  4.1597  4.1596
  96  1.030713  3.7708  4.3378  0.1499  6.0922  4.6948  4.2370  4.1412  4.1418
  97  1.033431  3.7713  4.3331  0.1575  6.0663  4.6734  4.2177  4.1228  4.1238
  98  1.036160  3.7717  4.3286  0.1652  6.0409  4.6524  4.1986  4.1044  4.1059
  99  1.038879  3.7722  4.3240  0.1727  6.0162  4.6316  4.1798  4.0862  4.0883
 100  1.041577  3.7726  4.3193  0.1801  5.9921  4.6114  4.1613  4.0684  4.0709
 101  1.044249  3.7729  4.3147  0.1874  5.9690  4.5917  4.1431  4.0508  4.0538
 102  1.046893  3.7733  4.3100  0.1946  5.9465  4.5723  4.1253  4.0335  4.0370
 103  1.049502  3.7737  4.3054  0.2015  5.9249  4.5535  4.1078  4.0166  4.0203
 104  1.052066  3.7740  4.3007  0.2084  5.9038  4.5350  4.0906  3.9998  4.0038
 105  1.054584  3.7742  4.2960  0.2152  5.8833  4.5169  4.0737  3.9833  3.9877
 106  1.057039  3.7745  4.2914  0.2219  5.8634  4.4992  4.0571  3.9670  3.9717
 107  1.059451  3.7747  4.2867  0.2285  5.8438  4.4816  4.0406  3.9509  3.9559
 108  1.061786  3.7750  4.2821  0.2350  5.8247  4.4645  4.0244  3.9351  3.9402
 109  1.064030  3.7752  4.2775  0.2414  5.8060  4.4477  4.0086  3.9196  3.9251
 110  1.066211  3.7754  4.2730  0.2476  5.7875  4.4312  3.9930  3.9044  3.9100
 111  1.068344  3.7756  4.2685  0.2538  5.7693  4.4148  3.9776  3.8893  3.8951
 112  1.070313  3.7757  4.2644  0.2596  5.7525  4.3997  3.9633  3.8753  3.8815
 113  1.072285  3.7759  4.2602  0.2653  5.7357  4.3844  3.9490  3.8612  3.8675
 114  1.074266  3.7761  4.2559  0.2711  5.7188  4.3690  3.9344  3.8469  3.8535
 115  1.076254  3.7763  4.2514  0.2770  5.7016  4.3535  3.9197  3.8325  3.8393
 116  1.078249  3.7765  4.2470  0.2830  5.6844  4.3378  3.9049  3.8180  3.8249
 117  1.080248  3.7767  4.2426  0.2890  5.6671  4.3221  3.8899  3.8032  3.8104
 118  1.082254  3.7769  4.2379  0.2950  5.6498  4.3062  3.8749  3.7885  3.7958
 119  1.084265  3.7770  4.2334  0.3012  5.6322  4.2901  3.8596  3.7735  3.7810
 120  1.086280  3.7771  4.2286  0.3074  5.6147  4.2741  3.8443  3.7584  3.7661
 121  1.088298  3.7773  4.2238  0.3135  5.5971  4.2579  3.8288  3.7432  3.7511
 122  1.090321  3.7775  4.2190  0.3199  5.5795  4.2415  3.8134  3.7279  3.7359
 123  1.092294  3.7777  4.2142  0.3262  5.5608  4.2246  3.7974  3.7123  3.7206
 124  1.094289  3.7779  4.2094  0.3327  5.5420  4.2078  3.7816  3.6968  3.7053
 125  1.096292  3.7781  4.2046  0.3390  5.5231  4.1907  3.7656  3.6812  3.6899
 126  1.098294  3.7783  4.1998  0.3456  5.5042  4.1737  3.7497  3.6655  3.6745
 127  1.100235  3.7785  4.1951  0.3519  5.4852  4.1567  3.7340  3.6502  3.6594
 128  1.102053  3.7787  4.1905  0.3580  5.4662  4.1401  3.7188  3.6353  3.6448
 129  1.103824  3.7789  4.1859  0.3642  5.4472  4.1235  3.7037  3.6206  3.6303
 130  1.105589  3.7791  4.1812  0.3704  5.4285  4.1071  3.6886  3.6059  3.6158
 131  1.107367  3.7793  4.1765  0.3765  5.4100  4.0907  3.6735  3.5910  3.6012
 132  1.109155  3.7795  4.1717  0.3827  5.3912  4.0742  3.6584  3.5762  3.5866
 133  1.110955  3.7796  4.1668  0.3890  5.3726  4.0575  3.6431  3.5612  3.5718
 134  1.112773  3.7798  4.1618  0.3953  5.3538  4.0408  3.6277  3.5460  3.5567
 135  1.114596  3.7801  4.1572  0.4016  5.3336  4.0236  3.6121  3.5308  3.5419
 136  1.116439  3.7803  4.1523  0.4081  5.3138  4.0063  3.5963  3.5153  3.5266
 137  1.118300  3.7805  4.1470  0.4147  5.2950  3.9891  3.5801  3.4994  3.5109
 138  1.120200  3.7806  4.1415  0.4214  5.2758  3.9715  3.5635  3.4830  3.4946
 139  1.122140  3.7806  4.1359  0.4282  5.2567  3.9537  3.5467  3.4663  3.4780
 140  1.124118  3.7808  4.1298  0.4352  5.2380  3.9358  3.5293  3.4490  3.4608
 141  1.126139  3.7808  4.1236  0.4423  5.2200  3.9179  3.5116  3.4314  3.4432
 142  1.128200  3.7807  4.1169  0.4496  5.2025  3.9000  3.4934  3.4131  3.4248
 143  1.130295  3.7806  4.1099  0.4570  5.1853  3.8817  3.4749  3.3944  3.4060
 144  1.132428  3.7804  4.1027  0.4645  5.1689  3.8636  3.4556  3.3751  3.3864
 145  1.134589  3.7802  4.0949  0.4723  5.1535  3.8454  3.4361  3.3550  3.3661
 146  1.136775  3.7800  4.0867  0.4801  5.1394  3.8274  3.4159  3.3345  3.3451
 147  1.138984  3.7796  4.0780  0.4881  5.1262  3.8095  3.3954  3.3134  3.3235
 148  1.141206  3.7791  4.0687  0.4961  5.1153  3.7921  3.3744  3.2915  3.3011
 149  1.143439  3.7784  4.0590  0.5042  5.1035  3.7745  3.3536  3.2698  3.2786
 150  1.145678  3.7778  4.0491  0.5124  5.0910  3.7566  3.3328  3.2482  3.2562
 151  1.147917  3.7770  4.0384  0.5206  5.0803  3.7393  3.3121  3.2262  3.2333
 152  1.150164  3.7761  4.0275  0.5290  5.0697  3.7220  3.2913  3.2040  3.2101
 153  1.152417  3.7752  4.0162  0.5372  5.0601  3.7050  3.2707  3.1820  3.1869
 154  1.154664  3.7740  4.0046  0.5454  5.0517  3.6888  3.2505  3.1601  3.1637
 155  1.156901  3.7728  3.9926  0.5534  5.0450  3.6732  3.2309  3.1387  3.1407
 156  1.159134  3.7714  3.9800  0.5611  5.0412  3.6591  3.2120  3.1176  3.1181
 157  1.161366  3.7698  3.9669  0.5686  5.0434  3.6474  3.1938  3.0968  3.0953
 158  1.163617  3.7678  3.9529  0.5754  5.0513  3.6384  3.1769  3.0769  3.0730
 159  1.165894  3.7654  3.9380  0.5815  5.0682  3.6338  3.1623  3.0586  3.0518
 160  1.168182  3.7623  3.9220  0.5860  5.0974  3.6359  3.1518  3.0432  3.0327
 161  1.170274  3.7587  3.9064  0.5881  5.1417  3.6471  3.1480  3.0338  3.0190
 162  1.171720  3.7556  3.8949  0.5876  5.1882  3.6623  3.1506  3.0315  3.0129
 163  1.173091  3.7519  3.8836  0.5848  5.2528  3.6857  3.1596  3.0351  3.0123
 164  1.174393  3.7477  3.8725  0.5795  5.3329  3.7186  3.1753  3.0446  3.0168
 165  1.175601  3.7430  3.8618  0.5719  5.4248  3.7618  3.1979  3.0596  3.0258
 166  1.176723  3.7380  3.8512  0.5628  5.5297  3.8122  3.2258  3.0791  3.0389
 167  1.177792  3.7326  3.8399  0.5528  5.6468  3.8679  3.2571  3.1012  3.0541
 168  1.178877  3.7267  3.8266  0.5431  5.7747  3.9272  3.2891  3.1234  3.0685
 169  1.180072  3.7204  3.8088  0.5359  5.9097  3.9849  3.3172  3.1404  3.0769
 170  1.181403  3.7139  3.7847  0.5349  6.0342  4.0294  3.3316  3.1435  3.0710
 171  1.182702  3.7087  3.7567  0.5424  6.1174  4.0462  3.3239  3.1260  3.0462
 172  1.183783  3.7053  3.7304  0.5552  6.1555  4.0381  3.2997  3.0955  3.0105
 173  1.184696  3.7029  3.7062  0.5701  6.1666  4.0177  3.2685  3.0596  2.9712
 174  1.185522  3.7010  3.6837  0.5857  6.1633  3.9915  3.2341  3.0218  2.9306
 175  1.186289  3.6996  3.6622  0.6017  6.1507  3.9614  3.1978  2.9828  2.8894
 176  1.187014  3.6984  3.6414  0.6181  6.1310  3.9289  3.1602  2.9430  2.8477
 177  1.187706  3.6974  3.6211  0.6346  6.1070  3.8947  3.1216  2.9025  2.8056
 178  1.188373  3.6966  3.6012  0.6513  6.0799  3.8589  3.0823  2.8615  2.7632
 179  1.189014  3.6958  3.5815  0.6681  6.0508  3.8223  3.0424  2.8201  2.7205
 180  1.189635  3.6951  3.5620  0.6852  6.0200  3.7847  3.0020  2.7784  2.6776
 181  1.190239  3.6945  3.5427  0.7023  5.9875  3.7464  2.9611  2.7363  2.6345
 182  1.190761  3.6940  3.5253  0.7177  5.9580  3.7117  2.9243  2.6984  2.5957
 183  1.191281  3.6934  3.5077  0.7334  5.9271  3.6759  2.8864  2.6595  2.5559
 184  1.191797  3.6930  3.4899  0.7496  5.8946  3.6389  2.8475  2.6195  2.5152
 185  1.192310  3.6925  3.4715  0.7661  5.8611  3.6009  2.8074  2.5786  2.4734
 186  1.192820  3.6920  3.4529  0.7832  5.8261  3.5615  2.7662  2.5365  2.4304
 187  1.193325  3.6916  3.4335  0.8008  5.7901  3.5209  2.7237  2.4930  2.3860
 188  1.193826  3.6911  3.4138  0.8189  5.7529  3.4792  2.6799  2.4483  2.3405
 189  1.194323  3.6906  3.3935  0.8374  5.7149  3.4363  2.6351  2.4025  2.2939
 190  1.194814  3.6901  3.3725  0.8565  5.6771  3.3925  2.5890  2.3553  2.2459
 191  1.195303  3.6895  3.3510  0.8760  5.6388  3.3479  2.5420  2.3071  2.1968
 192  1.195783  3.6889  3.3285  0.8962  5.6010  3.3023  2.4936  2.2574  2.1460
 193  1.196261  3.6883  3.3055  0.9168  5.5619  3.2555  2.4441  2.2066  2.0942
 194  1.196732  3.6876  3.2819  0.9379  5.5219  3.2076  2.3933  2.1544  2.0409
 195  1.197195  3.6869  3.2575  0.9598  5.4809  3.1581  2.3407  2.1005  1.9859
 196  1.197653  3.6862  3.2324  0.9822  5.4402  3.1080  2.2872  2.0454  1.9296
 197  1.198103  3.6854  3.2065  1.0052  5.3992  3.0567  2.2324  1.9889  1.8717
 198  1.198546  3.6846  3.1800  1.0285  5.3575  3.0044  2.1764  1.9312  1.8127
 199  1.198972  3.6837  3.1520  1.0531  5.3152  2.9500  2.1179  1.8708  1.7508
 200  1.199388  3.6828  3.1232  1.0784  5.2723  2.8944  2.0579  1.8089  1.6874
 201  1.199796  3.6818  3.0938  1.1041  5.2298  2.8382  1.9972  1.7459  1.6228
 202  1.200190  3.6808  3.0635  1.1305  5.1863  2.7806  1.9347  1.6811  1.5562
 203  1.200572  3.6797  3.0322  1.1576  5.1429  2.7219  1.8708  1.6148  1.4881
 204  1.200942  3.6786  3.0001  1.1853  5.0994  2.6623  1.8056  1.5471  1.4186
 205  1.201300  3.6774  2.9671  1.2134  5.0571  2.6021  1.7394  1.4782  1.3475
 206  1.201646  3.6761  2.9333  1.2422  5.0153  2.5413  1.6722  1.4081  1.2753
 207  1.201978  3.6747  2.8987  1.2716  4.9736  2.4797  1.6038  1.3366  1.2015
 208  1.202297  3.6733  2.8634  1.3014  4.9321  2.4173  1.5345  1.2641  1.1265
 209  1.202603  3.6719  2.8273  1.3317  4.8910  2.3543  1.4642  1.1904  1.0504
 210  1.202897  3.6704  2.7907  1.3625  4.8505  2.2910  1.3933  1.1159  0.9733
 211  1.203177  3.6688  2.7534  1.3936  4.8099  2.2269  1.3215  1.0406  0.8952
 212  1.203447  3.6672  2.7156  1.4251  4.7705  2.1628  1.2493  0.9644  0.8163
 213  1.203706  3.6656  2.6774  1.4569  4.7314  2.0982  1.1764  0.8877  0.7367
 214  1.203955  3.6639  2.6386  1.4890  4.6935  2.0338  1.1033  0.8104  0.6563
 215  1.204195  3.6622  2.6003  1.5206  4.6571  1.9705  1.0313  0.7343  0.5772
 216  1.204424  3.6603  2.5592  1.5544  4.6206  1.9041  0.9551  0.6534  0.4929
 217  1.204455  3.6601  2.5539  1.5588  4.6159  1.8954  0.9452  0.6427  0.4819
 218  1.204484  3.6599  2.5485  1.5632  4.6112  1.8868  0.9353  0.6321  0.4708
 219  1.204515  3.6597  2.5432  1.5676  4.6065  1.8782  0.9253  0.6217  0.4599
 220  1.204545  3.6594  2.5378  1.5720  4.6019  1.8697  0.9156  0.6112  0.4489
 221  1.204576  3.6592  2.5325  1.5764  4.5974  1.8612  0.9058  0.6008  0.4381
 222  1.204607  3.6590  2.5273  1.5806  4.5928  1.8528  0.8962  0.5905  0.4273
 223  1.204638  3.6587  2.5221  1.5850  4.5883  1.8446  0.8866  0.5804  0.4168
 224  1.204669  3.6585  2.5170  1.5890  4.5840  1.8366  0.8774  0.5706  0.4066
 225  1.204701  3.6583  2.5125  1.5928  4.5800  1.8291  0.8689  0.5614  0.3970
 226  1.204733  3.6581  2.5081  1.5965  4.5763  1.8222  0.8608  0.5528  0.3881
 227  1.205024  3.6578  2.4968  1.6064  4.5603  1.8004  0.8375  0.5286  0.3632
 228  1.205347  3.6615  2.5708  1.5475  4.6093  1.9102  0.9675  0.6683  0.5098
 229  1.205753  3.6595  2.5230  1.5875  4.5620  1.8298  0.8764  0.5723  0.4100
 230  1.206122  3.6558  2.4457  1.6503  4.5030  1.7102  0.7367  0.4228  0.2538
 231  1.206440  3.6522  2.3723  1.7094  4.4519  1.5999  0.6064  0.2828  0.1069
 232  1.206726  3.6485  2.2991  1.7680  4.4054  1.4928  0.4786  0.1446 -0.0383
 233  1.206972  3.6449  2.2290  1.8239  4.3642  1.3924  0.3580  0.0134 -0.1766
 234  1.207191  3.6413  2.1595  1.8791  4.3276  1.2954  0.2405 -0.1153 -0.3127
 235  1.207382  3.6378  2.0925  1.9320  4.2954  1.2039  0.1290 -0.2382 -0.4431
 236  1.207554  3.6342  2.0254  1.9848  4.2659  1.1147  0.0197 -0.3600 -0.5728
 237  1.207705  3.6307  1.9599  2.0360  4.2416  1.0305 -0.0843 -0.4772 -0.6985
 238  1.207841  3.6270  1.8948  2.0866  4.2207  0.9498 -0.1845 -0.5917 -0.8222
 239  1.207962  3.6234  1.8316  2.1355  4.2016  0.8735 -0.2795 -0.7018 -0.9418
 240  1.208069  3.6199  1.7692  2.1834  4.1835  0.8002 -0.3704 -0.8088 -1.0591
 241  1.208166  3.6163  1.7083  2.2302  4.1669  0.7312 -0.4562 -0.9121 -1.1733
 242  1.208252  3.6128  1.6486  2.2760  4.1506  0.6657 -0.5374 -1.0120 -1.2847
 243  1.208332  3.6093  1.5895  2.3212  4.1342  0.6028 -0.6150 -1.1096 -1.3948
 244  1.208403  3.6059  1.5323  2.3647  4.1184  0.5444 -0.6864 -1.2027 -1.5009
 245  1.208467  3.6025  1.4759  2.4076  4.1042  0.4900 -0.7524 -1.2928 -1.6053
 246  1.208525  3.5991  1.4204  2.4495  4.0928  0.4410 -0.8117 -1.3792 -1.7073
 247  1.208578  3.5957  1.3660  2.4905  4.0800  0.3953 -0.8667 -1.4625 -1.8068
 248  1.208626  3.5924  1.3129  2.5304  4.0657  0.3531 -0.9173 -1.5427 -1.9034
 249  1.208670  3.5892  1.2610  2.5694  4.0482  0.3136 -0.9651 -1.6200 -1.9969
 250  1.208711  3.5859  1.2098  2.6077  4.0296  0.2775 -1.0080 -1.6948 -2.0889
 251  1.208748  3.5827  1.1597  2.6450  4.0113  0.2453 -1.0443 -1.7664 -2.1786
 252  1.208782  3.5796  1.1109  2.6813  3.9939  0.2178 -1.0727 -1.8341 -2.2654
 253  1.208814  3.5765  1.0630  2.7169  3.9768  0.1937 -1.0943 -1.8989 -2.3505
 254  1.208842  3.5734  1.0159  2.7517  3.9600  0.1740 -1.1092 -1.9607 -2.4334
 255  1.208869  3.5705  0.9699  2.7855  3.9438  0.1595 -1.1172 -2.0187 -2.5135
 256  1.208894  3.5674  0.9244  2.8188  3.9281  0.1506 -1.1172 -2.0735 -2.5919
 257  1.208916  3.5644  0.8802  2.8510  3.9134  0.1464 -1.1114 -2.1248 -2.6674
 258  1.208938  3.5614  0.8368  2.8826  3.9000  0.1482 -1.0980 -2.1721 -2.7403
 259  1.208958  3.5585  0.7942  2.9134  3.8880  0.1566 -1.0766 -2.2151 -2.8102
 260  1.208976  3.5556  0.7526  2.9435  3.8793  0.1701 -1.0505 -2.2545 -2.8771
 261  1.208994  3.5527  0.7119  2.9728  3.8729  0.1891 -1.0177 -2.2903 -2.9413
 262  1.209010  3.5499  0.6717  3.0017  3.8656  0.2165 -0.9713 -2.3212 -3.0026
 263  1.209025  3.5471  0.6326  3.0297  3.8557  0.2524 -0.9107 -2.3465 -3.0602
 264  1.209039  3.5444  0.5943  3.0570  3.8416  0.3037 -0.8231 -2.3638 -3.1142
 265  1.209052  3.5417  0.5566  3.0838  3.8137  0.3687 -0.6988 -2.3726 -3.1638
 266  1.209065  3.5390  0.5196  3.1100  3.7828  0.4454 -0.5574 -2.3742 -3.2090
 267  1.209077  3.5363  0.4835  3.1356  3.7504  0.5360 -0.3979 -2.3673 -3.2493
 268  1.209088  3.5337  0.4482  3.1606  3.7191  0.6451 -0.2169 -2.3494 -3.2832
 269  1.209099  3.5312  0.4136  3.1850  3.6928  0.7653 -0.0382 -2.3228 -3.3095
 270  1.209109  3.5286  0.3797  3.2088  3.6731  0.8920  0.1248 -2.2903 -3.3290
 271  1.209118  3.5261  0.3464  3.2321  3.6568  1.0151  0.2681 -2.2574 -3.3452
 272  1.209127  3.5237  0.3138  3.2548  3.6441  1.1309  0.3870 -2.2258 -3.3589
 273  1.209135  3.5212  0.2819  3.2772  3.6348  1.2373  0.4797 -2.1968 -3.3712
 274  1.209144  3.5190  0.2506  3.2989  3.6295  1.3301  0.5408 -2.1727 -3.3829
 275  1.209152  3.5164  0.2191  3.3201  3.6348  1.4139  0.5645 -2.1506 -3.3926
 276  1.209159  3.5140  0.1890  3.3408  3.6405  1.4821  0.5667 -2.1345 -3.4036
 277  1.209166  3.5117  0.1599  3.3607  3.6474  1.5418  0.5565 -2.1207 -3.4143
 278  1.209173  3.5095  0.1320  3.3799  3.6547  1.5938  0.5387 -2.1089 -3.4248
