objid,ra,dec,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z
1237670964308410645,132.682877606527,11.7419789168594,15.91818,14.44294,13.90157,13.69264,13.64947,0.005045314,0.003013452,0.003452555,0.003600059,0.003813526
1237670964308410648,132.681039229036,11.7420077639344,22.84311,21.98003,21.3345,20.98295,21.03408,0.3806247,0.08296464,0.06768309,0.07437052,0.2600548
1237670964308410650,132.677606110575,11.7395584856666,25.0834,25.00863,21.98703,21.59964,22.856,0.8668028,0.6499757,0.1162577,0.1264566,0.6812461
1237670964308410677,132.684367240118,11.7233018605451,19.04117,17.2048,16.43197,16.11138,15.9659,0.02166289,0.004449407,0.004170018,0.004329367,0.006365839
1237670964308410685,132.696342731317,11.7152160779823,15.67156,14.39817,13.99157,13.85205,13.85209,0.004669776,0.002988717,0.00347047,0.003646506,0.003876823
1237670964308410686,132.692029863334,11.7189593178426,15.20388,15.29812,15.01187,14.88569,13.51664,0.005338656,0.01038543,0.01073245,0.01084896,0.005804771
1237670964308410687,132.69606915935,11.7249921435425,17.86922,16.62947,16.19718,16.03982,16.0135,0.01145457,0.003824823,0.004048928,0.004330609,0.006494928
1237670964308410688,132.694361819831,11.726977101413,25.09157,24.2465,21.95316,20.51789,19.6234,0.7933615,0.4597655,0.103162,0.04512531,0.0705512
1237670964308410691,132.690248741398,11.7153772385741,24.32893,23.7817,24.20642,21.82961,22.68579,0.9477997,0.3773058,0.6705862,0.1605208,0.7114013
1237670964308410693,132.687768775602,11.7209307315373,24.64898,25.32904,22.81617,23.10064,22.81304,0.9430677,0.6347458,0.2383309,0.4427108,0.6856228
1237670964308410694,132.687321581251,11.7203710196534,21.82123,24.86844,25.06702,22.46634,23.06938,0.1564826,0.6161509,0.6806507,0.2555078,0.638378
1237670964308410695,132.68844255474,11.7206499860252,21.79802,25.3276,23.72828,22.27213,22.21822,0.168277,0.6862597,0.5281919,0.2447296,0.6452634
1237670964308410696,132.695083253603,11.7227165144852,22.06889,24.9078,24.46952,23.16739,22.9951,0.2100708,0.6890908,0.7690271,0.5071447,0.7384251
1237670964308410697,132.698877416682,11.7238192534376,22.20847,24.52177,25.10834,23.79412,22.80231,0.2094933,0.531863,0.6391755,0.6105471,0.6192943
1237670964308410698,132.689345490877,11.7209872511646,22.55104,25.12711,23.79702,23.76005,23.04226,0.2811422,0.6043529,0.4646126,0.6048377,0.6050079
1237670964308410699,132.700086758158,11.7239081491529,22.3599,24.98021,24.62769,23.61962,22.79983,0.2406097,0.6015964,0.6580329,0.5617211,0.6192443
1237670964308410716,132.687476036538,11.7625669684476,18.75194,17.69542,17.64906,17.64017,17.74476,0.01823832,0.005224232,0.005898613,0.006877041,0.01663298
1237670964308410718,132.710588932723,11.6879690966948,18.95733,17.54364,17.01328,16.82261,16.76076,0.02043147,0.004940011,0.004804469,0.005107304,0.009251545
1237670964308410850,132.67123700064,11.759229823812,22.75788,19.98737,18.53657,17.51358,16.96551,0.3283807,0.01705384,0.008763746,0.006528745,0.01032213
1237670964308410856,132.682100302225,11.7574032296164,19.31782,17.02892,16.10448,15.77735,15.62749,0.02553443,0.00424503,0.003963554,0.004166493,0.005621398
1237670964308410864,132.699316193416,11.7094945802267,22.65133,19.44475,18.07264,17.22854,16.74255,0.2944849,0.01224401,0.007029984,0.005857234,0.009110927
1237670964308410866,132.701382341033,11.7084262160269,24.07237,21.71915,20.47228,19.06252,18.22211,0.8028203,0.06208534,0.03122672,0.01533064,0.02358926
1237670964308410871,132.705349057685,11.7017309006817,24.35025,24.46995,22.29026,21.69164,20.66499,0.9003685,0.5457845,0.1466754,0.1321061,0.1851844
1237670964308410873,132.706479740711,11.70264415174,24.12934,24.36798,22.92171,23.79392,22.84702,0.7979951,0.4983542,0.237676,0.6135755,0.6234825
1237670964308411360,132.694047233817,11.7353535546699,25.67743,23.19828,23.15944,22.80942,22.88498,0.5777216,0.2113872,0.2886756,0.3186553,0.6166636
1237670964308411361,132.684201048254,11.770173173516,25.06026,22.92498,22.54629,22.19311,21.69569,0.9162731,0.1862844,0.1991223,0.2245157,0.4614456
1237670964308411524,132.708173928341,11.6919853851184,24.16677,23.80731,22.1303,20.71313,20.08522,0.9331906,0.3956171,0.1437994,0.06344604,0.1275017
1237670964308411527,132.697763407907,11.7316648185707,25.3899,24.2437,22.62298,21.48088,20.4094,0.7101435,0.4723065,0.18973,0.1062583,0.1432541
1237670964308475916,132.698308779213,11.7563344503509,15.42582,14.19131,12.54448,12.41778,13.6952,0.004464527,0.00307544,0.002189059,0.002666458,0.0040339
1237670964308475917,132.69856331573,11.7476089160583,14.91836,14.93928,14.65772,14.58577,13.42374,0.005367497,0.009387367,0.009864009,0.01049754,0.006304569
1237670964308475918,132.698516547633,11.7528641313717,19.61515,17.19345,16.14598,15.724,15.49592,0.03077875,0.004449537,0.004033316,0.004102571,0.005343722
1237670964308475919,132.70272637902,11.751317642929,22.40134,19.48372,18.02309,17.28037,16.85998,0.2419316,0.0125869,0.006886662,0.005916825,0.009705537
1237670964308475920,132.702144192727,11.7457161981601,24.73373,24.46619,23.283,21.22297,19.83146,0.9458917,0.5599442,0.352226,0.09060366,0.1011323
1237670964308475923,132.701240648129,11.7523348634861,24.96567,24.6345,23.37305,22.4624,23.80058,0.8405504,0.5773368,0.3456962,0.239309,0.4380334
1237670964308475924,132.696093901774,11.7506653748724,25.00278,23.9583,24.81629,22.36216,22.86662,0.8568546,0.4053856,0.7040801,0.2283317,0.6474522
1237670964308475925,132.701518651087,11.7572813003052,25.21874,25.36296,25.1977,22.21279,22.63489,0.7945069,0.6390617,0.6929014,0.2126877,0.6740629
1237670964308475926,132.700962425765,11.7527609234427,24.57084,23.2238,24.16199,22.72917,22.68679,1.001949,0.2431772,0.6787305,0.3584322,0.7203225
1237670964308475927,132.694114246443,11.7470444624603,24.96836,25.18646,24.25404,22.61885,22.79056,0.9242379,0.6799155,0.8144761,0.2941228,0.7303174
1237670964308475931,132.706951532468,11.7333619782383,19.28503,17.00215,16.06099,15.71375,15.51641,0.02476112,0.004200739,0.003993414,0.004121103,0.005377531
1237670964308475940,132.725621080898,11.6916889929671,16.74882,15.58514,15.14614,14.98411,14.93598,0.006855133,0.003224365,0.0036342,0.003860657,0.004585187
1237670964308475948,132.720608848509,11.7205142513364,19.18467,17.33442,16.64682,16.41954,16.31638,0.02336411,0.004616931,0.004403038,0.004605487,0.007367217
1237670964308475953,132.722246076275,11.7277714252306,16.0914,14.69219,14.18125,14.02134,13.97972,0.00530357,0.002999466,0.003486245,0.003657049,0.003872807
1237670964308475954,132.720374162031,11.7296638280499,21.29515,18.12551,17.11813,16.71993,16.50855,0.1001009,0.006246457,0.004973602,0.004949562,0.00809885
1237670964308475955,132.719306546739,11.7313023616878,24.87628,23.28942,21.54048,20.49516,19.88548,0.841624,0.2311362,0.07315867,0.04371027,0.08867563
1237670964308475957,132.717910291197,11.7509808954231,16.28788,14.90598,14.43113,14.29205,14.27255,0.005703421,0.003034712,0.003523659,0.003691805,0.004026127
1237670964308475962,132.722649649515,11.742920645069,15.49213,14.65213,13.61021,13.52768,13.60245,0.005058669,0.004127827,0.003571959,0.004666601,0.004774793
1237670964308475963,132.720348063007,11.7405706684177,25.24647,23.54929,22.48252,21.78115,21.49411,0.739017,0.28393,0.1650954,0.1321277,0.3428859
1237670964308475964,132.726153833304,11.7413416721809,24.95772,25.25143,22.70894,22.78371,22.30564,0.8787709,0.6358046,0.2098058,0.3307578,0.5910119
1237670964308475986,132.743389099149,11.7033421529597,15.11163,14.07963,13.34889,13.30573,13.22712,0.004191108,0.003200098,0.003809078,0.00541433,0.003749978
1237670964308475987,132.746959499593,11.7028329228604,22.88625,21.03489,20.14116,19.79733,19.73481,0.363601,0.0369614,0.02460441,0.02579876,0.08041616
1237670964308475989,132.740748362612,11.7069071738901,25.25407,24.82061,23.84456,22.31467,23.31608,0.7919465,0.6431674,0.5431136,0.232253,0.6265547
1237670964308476025,132.755432880486,11.6996352902076,15.31122,14.73085,13.55147,14.55883,13.63927,0.005056654,0.00443673,0.002867568,0.01136113,0.005136271
1237670964308476026,132.756397688271,11.7015945100362,24.88944,22.80465,22.03292,21.46409,22.02432,1.096427,0.2012912,0.1501558,0.1344555,0.6702893
1237670964308476034,132.734598995836,11.7762270261077,19.05055,16.77037,15.78893,15.44697,15.27488,0.02147103,0.003940523,0.003832757,0.003927748,0.004986856
1237670964308476038,132.746231075282,11.7383061192838,22.60279,22.44397,21.45928,21.23428,21.10043,0.2892434,0.116007,0.07052645,0.08423357,0.2593543
1237670964308476039,132.74744601163,11.7370254384556,22.00231,23.8967,24.77289,22.9535,22.88806,0.1780967,0.3785823,0.6762708,0.3534944,0.6229154
1237670964308476042,132.748531902795,11.7355534187639,16.66185,14.99642,14.37933,14.17065,14.1265,0.006591113,0.003051825,0.003489581,0.003576902,0.003973792
1237670964308476051,132.746767673393,11.7702405552436,15.19599,13.87051,13.40399,13.28744,13.41145,0.004316646,0.003141168,0.004117662,0.004989971,0.004331938
1237670964308476056,132.766613301864,11.7066362756576,15.9233,14.75619,14.39039,14.28211,14.27903,0.005041331,0.002986054,0.003467765,0.003625246,0.004054637
1237670964308476057,132.765859147305,11.703122626305,24.55976,21.7762,20.43064,19.16993,18.44712,0.9059334,0.06471732,0.02976741,0.01597999,0.02766409
1237670964308476198,132.784905257102,11.7866935588431,15.45964,14.88665,14.57488,14.43781,12.82243,0.005533982,0.01160324,0.01041362,0.01080283,0.006018982
1237670964308476199,132.80980377201,11.7499971308387,13.52058,14.17585,14.18729,14.23305,13.33422,0.004871054,0.009807553,0.01094066,0.01184809,0.01739208
1237670964308476200,132.801086916156,11.7725237124543,15.12579,13.82144,14.57068,14.18589,13.35487,0.004710419,0.003385559,0.01134109,0.01142586,0.004808769
1237670964308476202,132.825277699749,11.7151422681533,15.2263,13.91504,14.41911,13.97843,13.44352,0.004826996,0.003497858,0.01106442,0.01135559,0.004836435
1237670964308476206,132.764651380057,11.7506419413502,14.19032,14.39021,13.93817,14.21331,13.49469,0.00540721,0.008482738,0.009270482,0.01039265,0.01545782
1237670964308476208,132.826258521585,11.7235997748062,15.09073,13.86713,14.57269,14.95397,13.32387,0.004407752,0.003150695,0.010748,0.01179985,0.004186724
1237670964308476210,132.770115007423,11.7656774046161,15.38724,14.16833,14.66118,14.36633,13.6875,0.005042264,0.003678731,0.01142812,0.01178376,0.005261329
1237670964308476212,132.773952145364,11.7296889320498,15.73036,14.34041,13.83698,13.67591,13.65774,0.004725648,0.002930313,0.003382181,0.003528144,0.003785735
1237670964308476214,132.785854058708,11.7698885562552,15.32555,14.07588,14.81603,13.95559,13.64137,0.004942823,0.003563778,0.01169396,0.01223065,0.004970549
1237670964308476215,132.817704823923,11.7424188500707,15.26189,13.98607,14.37013,14.51224,13.52381,0.004672903,0.003321823,0.01107813,0.01183817,0.00460767
1237670964308476239,132.763569090254,11.7630466867584,15.12815,14.4363,14.43941,14.05281,13.2543,0.005430556,0.01032037,0.01105094,0.01142127,0.00616348
1237670964308476244,132.79128559509,11.7713542323432,16.22553,14.85553,14.36615,14.19923,14.16234,0.005641028,0.003017416,0.003442062,0.003562812,0.004001828
1237670964308476248,132.821508260619,11.7101347800965,16.24038,14.85828,14.35889,14.23747,14.16678,0.005707236,0.003032073,0.002978856,0.003661994,0.004077853
1237670964308476257,132.75851132823,11.7552907055808,16.83564,15.3031,14.75505,14.58058,14.55018,0.007133793,0.003110237,0.00351467,0.003681531,0.004237498
1237670964308476264,132.80088491701,11.7874462305572,17.1522,15.50971,14.88524,14.6831,14.64235,0.008236995,0.003221504,0.003531868,0.003631384,0.004316628
1237670964308476268,132.810246598544,11.7434990267033,17.58103,15.72908,15.07595,14.86986,14.81625,0.0102674,0.003352018,0.003621188,0.003695234,0.004446121
1237670964308476271,132.780629494134,11.7744025053915,17.51411,15.79104,15.13138,14.9281,14.87163,0.009733629,0.003367338,0.003598406,0.003751249,0.004561012
1237670964308476276,132.810130978848,11.7446731947289,24.63466,16.21003,15.44797,15.26236,15.4832,2.133209,0.003644745,0.00330252,0.003906626,0.005940579
1237670964308476308,132.765038623385,11.771452405449,17.95654,16.47191,15.95752,15.7888,15.74408,0.01196985,0.003641276,0.003847584,0.004052878,0.005843624
1237670964308476314,132.78629839699,11.7007819980221,24.14291,22.66002,21.54403,20.14433,19.3892,0.8546991,0.1440059,0.077859,0.03478181,0.06284329
1237670964308476452,132.716685257747,11.7038418193625,20.46629,19.37753,18.98568,18.7979,18.76264,0.05273742,0.01173463,0.01125213,0.01267461,0.03518678
1237670964308476459,132.705237189218,11.7707303886031,19.8677,18.45834,17.92373,17.73864,17.64257,0.03593277,0.007223359,0.006589661,0.007123537,0.0154826
1237670964308476460,132.707433284946,11.7699512547921,20.55839,19.44144,19.06943,18.96678,18.97318,0.05724816,0.01225978,0.01188072,0.01414608,0.04141923
1237670964308476462,132.703601282107,11.7710317779974,24.88434,23.76417,22.35501,22.18192,21.98526,0.9016069,0.3534178,0.1576076,0.2015854,0.5151618
1237670964308476466,132.730528715605,11.6943738791383,21.16494,18.53876,17.24328,16.73389,16.4531,0.08831854,0.007521808,0.005149844,0.004992876,0.007870262
1237670964308476468,132.720878902088,11.7340095017969,21.35303,18.88326,17.48455,16.91057,16.59568,0.1036125,0.008949695,0.005604283,0.00523182,0.00842507
1237670964308476473,132.73616777233,11.6877406902744,20.69748,18.33694,17.38162,17.04548,16.88847,0.06301136,0.006840042,0.005423251,0.005478748,0.00986901
1237670964308476474,132.735549749811,11.689097988959,21.64165,19.03907,17.7714,17.27421,16.98828,0.1278146,0.00992525,0.006279882,0.00594932,0.01045037
1237670964308476481,132.728171290135,11.7372581599369,20.76556,18.02916,16.82169,16.36367,16.11329,0.0659251,0.005996956,0.004610363,0.00454637,0.006764713
1237670964308476482,132.727079527697,11.7366265196425,25.48169,22.36475,20.91002,19.69807,18.91677,0.6456771,0.1139231,0.04925659,0.02549778,0.0417408
1237670964308476486,132.736906088365,11.7316998208635,20.75133,19.72059,19.41665,19.32856,19.15486,0.06548523,0.01445323,0.01469756,0.0179054,0.04815795
1237670964308476489,132.73424196674,11.7543787495493,19.20256,16.83254,15.78228,15.40566,15.21399,0.02356108,0.004003414,0.003829851,0.003918408,0.004910352
1237670964308476490,132.735699618278,11.7559169334581,20.49265,20.24623,19.96991,19.89561,19.85502,0.05619901,0.02068601,0.02149597,0.02723413,0.08707248
1237670964308476494,132.732561999996,11.7648604324974,23.54245,19.51939,18.06343,17.2808,16.84144,0.5738866,0.01280327,0.007038071,0.005891876,0.009616309
1237670964308476508,132.745859260661,11.7642181243003,19.17388,17.10802,16.29618,16.02022,15.88866,0.02332821,0.004305514,0.004073985,0.004216022,0.006164714
1237670964308476511,132.75640103437,11.7413890408601,23.02572,19.81511,18.5342,18.08812,17.80474,0.409503,0.01547196,0.00880637,0.008358098,0.017483
1237670964308476512,132.755489719074,11.743297562495,22.40999,19.8139,18.97755,18.73932,18.56428,0.2484602,0.01556493,0.01135232,0.01225201,0.03093977
1237670964308476536,132.809268659663,11.7113424394119,21.85181,19.94418,19.17882,18.92119,18.72847,0.1552912,0.01693892,0.01267416,0.01352252,0.03505631
1237670964308476563,132.687515710226,11.7717854112937,23.74697,20.97446,19.43065,18.30388,17.688,0.6627223,0.03421221,0.01482177,0.009437351,0.01595575
1237670964308476576,132.757668240585,11.7347632062815,23.64517,20.45352,18.89241,18.05488,17.528,0.6337026,0.02359404,0.01070453,0.00823247,0.01447858
1237670964308476578,132.768704630029,11.6969827445334,23.35007,20.13571,18.61995,17.44398,16.73697,0.5173531,0.01909142,0.009233942,0.006246471,0.009168453
1237670964308476588,132.702467537094,11.7246136983368,25.05723,21.05135,19.61775,18.54551,17.92397,0.8081189,0.03643585,0.0168065,0.01091515,0.01891182
1237670964308476603,132.706326818486,11.7258758338664,21.21192,25.27313,27.13507,26.10004,23.07767,0.1889124,1.450811,0.3922624,0.6937139,1.573829
1237670964308476604,132.715196552878,11.7018399336276,21.43348,21.48306,21.76127,21.8429,22.11729,0.1075969,0.05049552,0.08759855,0.1392752,0.5121257
1237670964308476606,132.710352786956,11.7267184083573,22.33514,26.3922,24.76692,25.49972,23.65875,0.2317675,0.3362364,0.6726758,0.4246108,0.4713035
1237670964308476612,132.739923076518,11.6909269210417,22.31027,25.22594,26.11691,25.56882,22.59294,0.2255116,0.6085969,0.3609612,0.4036002,0.61028
1237670964308476614,132.738613629275,11.7346196221015,21.61748,25.62557,26.72631,24.47903,23.50295,0.1507397,0.6717545,0.2808743,0.8748545,0.6665215
1237670964308476615,132.737135151371,11.7343750227758,22.32878,25.10923,25.00226,24.33471,23.13117,0.2328899,0.6173615,0.6619478,0.6810141,0.5974053
1237670964308476619,132.739364330406,11.7690542849246,22.08458,21.31024,21.13216,20.91089,21.27984,0.1933492,0.04670906,0.05548477,0.06669562,0.3141788
1237670964308476624,132.751088120271,11.7381784240114,22.26711,24.35606,24.64322,24.22865,22.50563,0.2202906,0.5020235,0.6702203,0.6738416,0.6011263
1237670964308476628,132.773484529289,11.7156167559115,22.36275,25.94459,24.49044,25.26439,22.26578,0.2363921,0.470219,0.648042,0.4929304,0.5560058
1237670964308476629,132.775180177668,11.7259810377845,22.17246,24.57506,24.29614,23.7141,22.25052,0.2033724,0.5548497,0.612243,0.5710903,0.5497752
1237670964308476630,132.784960609807,11.7116098203966,22.09568,22.08164,21.67726,21.51488,20.67966,0.1956079,0.08653595,0.08586886,0.1088613,0.1867926
1237670964308476631,132.789404637078,11.7039231182075,25.99702,22.70645,21.58881,21.25303,21.15339,0.4697612,0.1499894,0.08142806,0.08858971,0.2845308
1237670964308476632,132.783943111803,11.7225008766082,22.44664,25.9747,25.37218,24.9766,23.3573,0.2538819,0.4618787,0.5869893,0.5732779,0.5567536
1237670964308476651,132.701115080887,11.7299421872357,23.07312,21.64096,21.68023,22.03685,22.0988,0.4064062,0.05744254,0.08225549,0.164478,0.5066181
1237670964308476653,132.701476139513,11.7395805682664,26.19905,22.36742,20.95434,19.66398,18.93686,0.3840743,0.1071143,0.04652134,0.02360692,0.04151092
1237670964308476660,132.720316541029,11.6904050165307,25.75716,22.17403,20.65836,19.38805,18.70098,0.5258703,0.08902096,0.03539836,0.01875553,0.0334731
1237670964308476663,132.721900677892,11.7006190276675,23.27607,21.37109,20.86068,20.60189,20.45965,0.4675794,0.04635271,0.04163284,0.0481663,0.1455094
1237670964308476664,132.705229316703,11.7582159565395,24.46597,22.04084,20.49072,19.14284,18.37989,0.8727292,0.08108742,0.03165964,0.01597422,0.02651757
1237670964308476669,132.729029296943,11.6859695895016,25.78524,22.56234,21.94029,21.70589,21.01087,0.5505875,0.1294838,0.108916,0.1334869,0.2495705
1237670964308476670,132.729348806761,11.6897428309064,23.97275,21.776,20.2897,18.92815,18.15353,0.7916908,0.06836046,0.02860661,0.01456751,0.02392036
1237670964308476671,132.728072595994,11.696967604735,22.96824,21.96114,21.34133,20.99528,21.40693,0.3951938,0.07800691,0.06456994,0.07087389,0.3400875
1237670964308476674,132.712493391997,11.7573735113858,24.31026,22.53076,20.87377,19.84711,19.36046,0.8472407,0.1211317,0.04241683,0.02640195,0.057183
1237670964308476679,132.710429658768,11.7697338266944,26.51905,21.99204,20.71846,20.21801,19.85622,0.2734467,0.07765027,0.03776289,0.03558825,0.08748255
1237670964308476680,132.729205509385,11.7148103669054,22.97927,22.58461,22.09739,21.46298,21.48006,0.3933646,0.1314307,0.1234166,0.1053198,0.3583961
1237670964308476697,132.738134667816,11.7248097726059,25.47765,22.67816,21.68101,21.40499,21.5035,0.6814715,0.1416061,0.0861183,0.0995146,0.3606744
1237670964308476782,132.698843961057,11.7427008945574,24.09409,22.91923,21.51962,19.99002,19.43927,0.8658772,0.1841549,0.08042701,0.03265451,0.0681345
1237670964308476796,132.723584176401,11.6864990293756,25.57819,24.3084,22.22342,21.60026,20.88835,0.6529993,0.5178429,0.1423395,0.1242011,0.2312292
1237670964308476806,132.733202763461,11.6926043165032,22.96965,23.04363,22.14548,21.5876,21.37726,0.4332685,0.2117379,0.1435626,0.1329741,0.3765851
1237670964308476808,132.715847440828,11.7644476515797,23.75011,24.22263,22.36189,21.12256,20.44545,0.7195504,0.5031075,0.167175,0.08465906,0.1635222
1237670964308476811,132.737562668163,11.693477872191,25.20682,24.96336,23.95579,21.69367,23.3332,0.7705027,0.6267686,0.5428452,0.1277829,0.5850482
1237670964308476813,132.715117244522,11.7701058461771,23.25662,23.45802,21.84398,20.33697,19.4664,0.4708057,0.2651412,0.09547675,0.03906782,0.06251897
1237670964308476825,132.734079570478,11.7444452928187,24.98966,23.66471,22.12954,20.70466,19.91702,0.8450698,0.3209412,0.1258447,0.05414832,0.09442461
1237670964308476827,132.740235787693,11.7259311307987,24.60441,22.82677,21.23676,20.00939,19.29193,0.9162834,0.1611503,0.05912222,0.03089223,0.05644918
1237670964308476829,132.750453033003,11.6935301011208,24.11906,24.26061,22.16274,21.09873,20.77176,0.7999666,0.4806772,0.1275731,0.07530119,0.1969863
1237670964308476836,132.741084383578,11.7522553376449,25.83484,23.16708,22.30507,22.03403,22.39469,0.5348671,0.2151637,0.1487711,0.1727297,0.6139835
1237670964308476838,132.743594907733,11.7565776745779,23.46935,24.90198,22.51183,22.81746,22.03788,0.5616556,0.6063413,0.1688538,0.3150218,0.4941644
1237670964308476843,132.75550163952,11.7269413263023,25.03838,23.03163,22.38321,22.02773,20.98417,0.8943246,0.2016358,0.1668126,0.1811601,0.252682
1237670964308476870,132.803372281112,11.7090392853371,26.45271,23.41807,21.95494,21.11041,20.19368,0.3538038,0.3017131,0.1237699,0.08728644,0.1406378
1237670964308476893,132.704537324566,11.7129046805645,26.24851,24.70495,22.70945,21.06246,19.88363,0.3607799,0.580094,0.2025062,0.07281955,0.0904559
1237670964308476896,132.708100316971,11.765422716675,24.61938,23.61383,22.74575,20.86779,20.0941,0.9076854,0.3002558,0.2073584,0.06090481,0.1076132
1237670964308476898,132.717473971609,11.7752229551409,25.55091,24.32432,22.53544,20.95643,20.13803,0.6635999,0.5092095,0.1804679,0.06839772,0.116265
1237670964308476899,132.732839966229,11.7317865955721,25.31797,23.83339,23.2566,21.22832,20.13952,0.757814,0.3623858,0.3269254,0.08508053,0.1152989
1237670964308476902,132.80918121135,11.7205578284063,24.03131,24.7099,22.81787,21.71114,21.25209,0.7797791,0.5965313,0.2291676,0.1204008,0.3101991
1237671125370274036,132.669940272923,11.7961600966226,14.86504,13.2053,12.84563,12.73752,13.24529,0.004839306,0.00181383,0.002327002,0.001662361,0.004666913
1237671125370274039,132.672732674728,11.7934301465709,23.76354,23.35961,22.52836,21.82727,22.26635,0.7675261,0.2368685,0.1855798,0.1470373,0.5699078
1237671125370274062,132.68555686343,11.8130611833577,24.92732,24.63671,22.57966,22.88449,23.16541,0.884406,0.4980318,0.1858451,0.3286188,0.5494984
1237671125370274211,132.665625861777,11.8214823748496,21.75654,19.57475,18.50234,18.1231,17.91381,0.1443271,0.01222833,0.008134422,0.008206918,0.01810981
1237671125370274278,132.692263200118,11.7823944022501,24.48587,22.91305,21.43103,19.85632,18.98764,0.9045534,0.1414244,0.06610318,0.02499048,0.039219
1237671125370274282,132.688940424877,11.7890238653254,22.44513,25.44474,24.45086,24.40538,22.06574,0.2570989,0.485695,0.6419126,0.6333447,0.4476571
1237671125370274321,132.682184806167,11.8246415712087,24.23748,22.19826,20.54722,19.14179,18.37377,0.8437348,0.07915128,0.0316725,0.01524425,0.02482064
1237671125370274587,132.668803639119,11.7756272015967,26.25895,23.34879,22.85038,22.68628,21.95339,0.3575156,0.2032524,0.213971,0.2624908,0.4158826
1237671125370274610,132.675063823615,11.8150796388838,25.27265,22.88237,21.95269,21.65034,20.94482,0.7536553,0.1436627,0.1022243,0.113788,0.2042968
1237670964308476921,132.749584928869,11.7834400622715,23.86774,25.11449,23.55046,21.94549,20.76019,0.7416891,0.6385249,0.4098018,0.158011,0.1963255
1237670964308476863,132.79049881485,11.7058224904733,24.18295,23.74179,21.94338,20.51488,19.71493,0.8860981,0.3652577,0.1136083,0.04887634,0.08584458
1237670964308476858,132.780404597412,11.7110261052184,24.7584,23.21664,22.31916,21.50943,21.17724,0.9019834,0.2221259,0.1463099,0.1058648,0.2757777
1237670964308476857,132.77947530095,11.7129255256195,24.97213,23.55711,21.55102,20.29123,19.43166,0.8334755,0.2904855,0.07462873,0.03734573,0.06155671
1237670964308476853,132.776366097251,11.7065243241223,25.11184,23.93307,22.13958,21.33829,20.77357,0.8147125,0.3880028,0.1241667,0.09099893,0.1963454
1237670964308476852,132.757124395181,11.7706549416898,24.45025,22.88691,22.05128,21.79867,21.51198,0.9864407,0.1840615,0.1293976,0.1530193,0.4050429
1237670964308476851,132.769994665124,11.7203984784769,25.18089,23.35544,21.77994,21.11226,20.33187,0.7576816,0.2436428,0.08955336,0.07317126,0.1309822
1237670964308476850,132.754818207333,11.7630794086302,24.6996,23.61826,21.92962,20.34545,19.63583,0.8973913,0.3036705,0.1026331,0.0386903,0.0721158
1237670964308476845,132.752207227241,11.7482446805165,26.20596,24.83238,22.4364,21.92963,21.6764,0.3807601,0.6167091,0.1638512,0.1543712,0.4069687
1237670964308476727,132.762138279813,11.7310863605976,23.85295,21.98202,20.52541,19.83025,19.48795,0.7302121,0.07791188,0.0326996,0.02610846,0.0648281
1237670964308476722,132.742145650702,11.7821134077224,24.07984,21.87153,20.41106,19.68434,19.24796,0.7927133,0.07070885,0.02961358,0.02321646,0.05212291
1237670964308476720,132.741123238535,11.7789049352772,25.62092,22.07673,20.61123,19.06939,18.21285,0.6045989,0.08422483,0.0350293,0.01523681,0.02354289
1237670964308476719,132.760293956562,11.7122492043434,25.00286,22.1046,20.58854,19.3276,18.6757,0.823557,0.08591306,0.03412669,0.01806173,0.03330654
1237670964308476717,132.744191712576,11.7608316670597,22.29333,21.87565,21.67722,22.06458,22.47608,0.2269204,0.07177864,0.08548643,0.1753134,0.6234203
1237670964308476716,132.746459517359,11.7476752517281,23.15342,21.45635,20.03849,19.24046,18.73709,0.4419096,0.05029928,0.02251213,0.01685379,0.03453506
1237670964308476708,132.759369760811,11.6950830939124,24.6022,23.68369,21.91581,20.8738,20.26243,1.019794,0.3679576,0.1201529,0.07248718,0.1495738
1237670964308476705,132.747304239716,11.7170512626762,23.50041,22.20448,20.59308,19.34854,18.64445,0.5727007,0.09208899,0.03396082,0.01822431,0.0321291
1237670964308476699,132.740032440299,11.7194239900484,23.4951,22.01303,20.63035,19.23607,18.45743,0.5672385,0.07941074,0.03542411,0.01706193,0.02820801
1237671125370274612,132.686403796613,11.7753288157989,23.32166,22.61423,21.30061,20.95196,20.32081,0.5010629,0.1089442,0.06019206,0.05972604,0.1162847
1237671125370274615,132.678860337433,11.8081222106032,25.37346,23.16471,23.31558,22.78374,22.39588,0.709777,0.1773537,0.320872,0.2900604,0.5197982
1237671125370274619,132.678926888862,11.8138714735265,23.22129,21.94206,20.8833,20.83454,20.51025,0.4669473,0.0644905,0.04139942,0.055374,0.1379655
1237671125370274628,132.687239203883,11.794594238479,22.7413,22.55856,21.76457,21.68414,21.13568,0.3451384,0.1167842,0.09556761,0.1250475,0.2574829
1237671125370274752,132.665885029924,11.8149503659107,23.80568,23.50631,22.62751,22.59897,22.0091,0.6929384,0.2318587,0.1756056,0.2520223,0.4354281
1237671125370274761,132.668588035165,11.846444253952,24.8361,24.14633,22.39941,21.01945,20.50796,0.8988571,0.394985,0.1500779,0.06897431,0.145626
1237671125370274764,132.675508826098,11.8249358610665,23.19767,24.76363,22.89437,22.39784,21.47113,0.4575575,0.5021499,0.2263833,0.2153128,0.3060977
